,tweet,label
1448,wuhan lab getting busy covid http co uamd xavpm,0
1449,brazilian state receive r extra funding federal government covid death,0
1450,best suggestion corona virus pm india world helth organisation medical science every corona virus infected person scan ultra violet ray ultra virus ray germ killer virus killer,0
1451,alien takeover trump politician coronavirus http co ugbqocxbvo donaldtrump alien coronavirus ufo politician,0
1452,covid pcr test scientifically meaningless,0
1453,shriduttrao currently evidence covid spreading handling eating food kindly refer sop preventive measure restaurant contain spread covid http co oxcymgc,1
1454,state reported race ethnicity data beginning april public health official governor realized value info took action release data see http co gldutdl fy better informed work,1
1455,trump administration want take away health coverage million middle pandemic want let people go hungry cruelty truly know bound http co jpumoxeh,0
1456,new case covid lagos fct delta edo river ogun kaduna kano borno katsina jigawa oyo yobe plateau osun case covid nigeria discharged death http co uip zhqeee,1
1457,indiafightscorona recovered last hour national figure recovery rate amongst covid touched detail http co liu wxivl mohfw india drharshvardhan prakashjavdekar icmrdelhi staysafe indiawillwin,1
1458,christchurch miq case man woman two woman man arrived flight india via fiji august,1
1459,rt billdmccarthy wrote politifact viral working paper estimated covid case could linked,0
1460,daily update published state reported k test k case covid death http co oykova zd,1
1461,trump said people dying never died,0
1462,indiafightscorona principal secretary prime minister directed concerned evidence based preparedness aspect covid active participation district state effectiveness staysafe detail http co xlhjdea g,1
1463,month crisis donald trump still comprehensive plan come covid economy unacceptable released detailed plan laying would month ago built since take look http co xjxsdn qcd,0
1464,rt mohfw india indiafightscorona around active case concentrated affected state state,1
1465,generated complete report could comparing cdc data number compile state http co euc pikyxh,1
1466,latest update prime minister director general health today reporting new confirmed case covid today combined total confirmed probable covid case remains http co q eyltaa u,1
1467,meanwhile continuing work partner act accelerator covax facility ensure vaccine available available equitably country drtedros covid,1
1468,claim indian prime minister modi said one crore ten million covid infected patient treated free,0
1469,today white house coronavirus task force briefing vice president penny said almost inarguable testing generating case accurate http co l jptglai,0
1470,rt cdcdirector covid affect u take u working together stop together stronger achieve,1
1471,boris johnson said long feared second wave pandemic arrived uk new case coronavirus england estimated doubled past week http co ggfi pkgdr,1
1472,covid pandemic may claiming casualty think disruption health care increase wasting could cause death million young child month need urgent action prevent unconscionable tragedy http co pz dhnrve http co iepuxjl ty,1
1473,cdc flip flop testing recommendation http co vbr fuykm http co hhvqf zmc,1
1474,region u defined census size south twice many people northeast outbreak intense spring million people live region case growing quickly http co nekg cz fk,1
1475,killing virus bacteria uv sterilization ozone intelligent lamp http co mkoztihdkc covid virus killingvirus bacteria uvc uva uvdisinfection uvlight uvlamp uvsolution uvled http co uzvo z kxc,0
1476,country throw covid infected dead body sea advice stop eating seafood world really coming end dear god please intervene,0
1477,another million american filed jobless claim last week bringing total million since coronavirus hit unemployment http co e w ncpi,0
1478,wearamask help slow spread covid selecting mask many choice avoid mask made material make hard breathe allow covid particle escape intended healthcare worker learn http co ioqv omdka http co oiiovxjvlw,1
1479,covid appointed housing minister freezing rent eviction securing bed homeless http co iyrrxitieb,0
1480,say might look like plateau back california probably except april average k instead k http co kfobpq qvk,1
1481,patient urged book e appointment part shake emergency service response coronavirus pandemic http co zbucb kdfo,1
1482,case coronavirus confirmed cali colombia video show doctor treating patient bus station,0
1483,immigrant jumping border wall returning home record rate http co bnj vonzxe coronavirus illegalimmigrants ford,0
1484,say medical equipment governor requesting actually need,0
1485,italy thrown money street clear message whole world money enough health danger,0
1486,daily update published tracked million test k yesterday detail see http co pzrmh bl http co amjoo uyw,1
1487,ground report arvindkejriwal ji please tell u suffer delhi delhifightscorona arvindkejriwal http co hjuj purl,0
1488,covid nigeria update lagos state biosafety level laboratory activated covid testing brings number covid testing lab nigeria progress maiduguri kano sokoto port harcourt jos kaduna takeresponsibility http co emjjm zqbt,1
1489,claim coronavirus new canine coronavirus vaccine since,0
1490,man beaten cop dehradun india violated lockdown norm came spit people door handle,0
1491,south reported nearly case country today k one region country ever reported june http co xleld unjw,1
1492,dbaerwald pommylee scclemons latter see trvrb best guesstimate total u case range k k,1
1493,hospitalization rate covid older people right similar typically seen high severity flu season learn http co zp vylo pb,1
1494,half state least one federal official died result covid globally somalia former prime minister local legislator pakistan former greek health minister nigeria chief staff among others died covid,0
1495,always known real pandemic felt pandemic long called pandemic,0
1496,first task begin gathering data repeatable way built data structure think work within covid tracking api test data run regular tracking week,1
1497,daily update published far away biggest testing day record k result reported state also reported second highest number case ever k fourth day row death http co kmqwgf iq,1
1498,sreesub well know many pending ratio pretty much past day,1
1499,yesterday conducted highest number covid test recorded highest number positive case nigeria also deployed rapid response team support state largest deployment resource ever outbreak nigeria chikwe http co xygpqov e,1
1500,th may case reported plateau case akwa ibom repeat case therefore plateau total case akwa ibom total case apologise state government error remain committed ensuring accurate reporting http co znkpuppst,1
1501,fatherbob pointed analysis first paragraph fatherbob hydroxychloroquine anti malarial drug donald trump taking prevent covid linked increased death patient treated hospital around world study shown http co iwdarfheug,0
1502,post shared hundred time facebook claim nigerian presidency imposed curfew allow chinese company build g mast,0
1503,french doctor quoted saying u billionaire bill gate want sell covid vaccine africa poisonous destroy africa,0
1504,returning california situation state averaged completed test last day troubling largest state far america http co hkiwb nqzv,1
1505,image show woman italy clutching month old child tightly chest dying coronavirus,0
1506,video claim recorded hospital la margarita puebla image patient hallway allegedly covid hospital floor full bag containing dead body,0
1507,claim tank capital latvia riga people staying home,0
1508,virginia continues stayathome hospital become overloaded however distancing relaxed potential k hospitalization overwhelming system may learn http co bdpcjkywk http co ttbxqwqjhz,1
1509,california testing situation remains puzzling state add uncertainty assessing severity state overall outbreak,1
1510,observational data suggest metformin might reduce risk death covid patient diabetes randomized trial unlikely carried according expert http co fqnff uthc http co ysudbuni,1
1511,april u state u territory report community spread covid report covid case widespread essential trip wear cloth face covering keep ft physical distance others http co mcp udspe http co wkthuxkfu,1
1512,indiafightscorona govt india released st instalment state disaster response fund amounting r crore state govts rd april strengthen state deal covidpandemic union minister ianuragthakur http co hssghajmuk http co c dkikazw,1
1513,mum calling check coronavirus http co rbt n gzka http co xfxcgtexit,0
1514,wear mask wear mask public setting especially difficult stay foot away others living household learn http co unpwzlb xu http co ufdtothh x,1
1515,coronavirusupdates total covid case india august active case cured discharged migrated death total covid confirmed case active case cured discharged migrated death via mohfw india http co x jcqo lfd,1
1516,indiafightscorona state country total number active case secretary mohfw india staysafe indiawillwin icmrdelhi http co x vbhjjben,1
1517,plane covid infected bat pas dublin airport without proper check http co u b dwtqxa,0
1518,president trump say know brought coronavirus united state http co vrum j aon donaldtrump china,0
1519,video show covid patient lying dead ground india,0
1520,trump said increased testing led case halting testing eliminate covid case would conceal could fuel even greater crisis http co ojkguajysc tulsatrumprally,0
1521,symptom first nine day one contract covid,0
1522,indiafightscorona early identification aggressive testing comprehensive surveillance contact tracing focus timely efficient clinical treatment patient ensured high number speedy recovery also kept case fatality rate low http co gnruo ztz,1
1523,yesterday laboratory completed test surpassed test test processed since february includes testing managed isolation facility community based testing across country,1
1524,per hmoindia wearing facecover compulsory public workplace national directive covid management violation punishable section b disaster management act imprisonment fine http co sw jhb k http co thlnxo yfc,1
1525,u record highest one day covid death toll week http co lzvhgvt ou,0
1526,ministry concluded follow group granted exemption managed isolation compassionate ground june one people subsequently approval withdrawn remained managed isolation full day,1
1527,coronavirus crisis rivaled hypochondria epidemic http co nynvq yt health coronavirus disease covid prostatecancer,0
1528,covid win virus tainted santa anita derby http co nx cqcp cc,0
1529,colorado denies trace coronavirus found state pot supply http co fomn yfpv donaldtrump marijuana,0
1530,rt cdcemergency change food availability community due covid pandemic may limit availability fresh food find,1
1531,first tranche people user group slack note thinking channel largely peer support working data fascinating see different type user sign http co ixqxu x b,1
1532,yatezy munchbunch dr ellie well consider bio engineered virus flu virus flu would poleaxed around two week able get bed c powerful bad flu test positive covid material suggests false positive,0
1533,state reported positive today last monday http co xciqed qbd,1
1534,today realdonaldtrump visit south florida national hotspot covid case look fact check recent statement pandemic including falsehood totally harmless http co hodsclqetl http co myuzxhqprb,0
1535,john travolta back hospital http co xnsswth dc health death coronavirus johntravolta pandemic saturdaynightfever,0
1536,small data entry issue maryland number stand quick fix api,1
1537,rt cdcemergency dyk older adult higher risk developing serious complication covid illness step ho,1
1538,coronavirus uk excess death could hit peak level november without action http co iqhkcifprg,1
1539,also extensive look released specific difficulty project face trying compile comparable data different jurisdiction florida report much data almost state territory still problem abound,1
1540,pedro sanchez president government spain spoke scientific committee government recognize committee never existed,0
1541,image showing vaccine coronavirus already discovered patented readily available,0
1542,italy surrendered everything hand allah keep praying muslim umah allah save u pandemic plz,0
1543,people returned negative test covid people tested either basis health child declined longer contacted left country,1
1544,pelota city hall city brazilian state rio grande sul used siren mark beginning lockdown city,0
1545,coronavirus inevitable second wave would happen say pm boris johnson said want second lockdown consider current measure need go read http co q g nmrqjk http co cjcvvgy f,1
1546,backtothebeach completed test result pending backlog obviously large,1
1547,first case reporting today man arrived new zealand july philippine via hong kong managed isolation rydges rotorua tested negative covid around day stay,1
1548,prof peter horby talk kayburley new treatment trialled hospitalised covid patient include promising monoclonal antibody treatment involves giving patient laboratory made antibody kayburley latest http co xugjzq xxp http co mbalc,1
1549,indiafightscorona track death state across week state e karnataka delhi increase case fatality trajectory however andhra pradesh maharashtra tamil nadu decrease daily death secretary mohfw india http co dhcaa ix,1
1550,report outbreak idiocy spreading time faster coronavirus covid http co yapqkvdncj,0
1551,elderly people left die italian hospital near milan,0
1552,donald trump responsible coronavirus bear full responsibility failing protect nation worst public health economic crisis lifetime,0
1553,today total covid case completely recovered taking recoveryrate covid covid covid covid covid india covidupdates coronavirus coronavirusindia coronavirusupdates coronaviruspandemic http co aaxhzlxqq,1
1554,icmr continuously communicating respective state authority finding previous survey dynamic containment zone communicated state action indiafightscovid,1
1555,st covid death nigeria recorded case year old male returned home following medical treatment uk underlying medical condition multiple myeloma diabetes undergoing chemotherapy thought family http co stojtqew,1
1556,indiafightscorona recovered case time number active case total active case recovered case important point first time active case reduced last hr secretary mohfw india http co nvcjpanbhn,1
1557,reported death quite low sunday monday recent week dataset include probable covid death reported new york city new york state tracked death http co ur jplo wh,1
1558,responsive collaborative effective measure right early identification aggressive testing efficient tracking comprehensive treatment collectively led encouraging outcome covid,1
1559,rt drharshvardhan covid update india registered recovery last hour number recovered patient,1
1560,finally term case reported last day appropriate follow underway including making sure anyone flight isolation facility tested captured day day routine testing,1
1561,brace corona study found difference key outcome patient continuing v stopping medication http co kzmvziowln esccongress,1
1562,three new case covid confirmed lagos nigeria case returning traveller contact confirmed case pm nd march confirmed case covid nigeria discharged death http co uqvydke xk,1
1563,imported n ineffective covid raising risk infection hcps patient http co mlwgunmsn,1
1564,official mask combat novel coronavirus released,0
1565,nearly million people united state according trump white house conducted million covid test abysmal donald trump need scale testing need immediately,0
1566,gun toting michigander burn witch protest state coronavirus lockdown http co vfuk vrky,0
1567,older adult people age severe chronic medical condition likely develop serious outcome including death infected covid see cdc guidance people higher risk serious illness http co sldrvxxfcz http co ecv uly jh,1
1568,total number confirmed case covid number report world health organization yesterday laboratory processed test bringing total number test completed date,1
1569,mexiwi hi rule people must seated buffet salad bar allowed alert level food must served individually,1
1570,rt factchecknet coronavirus pandemic put emphasis importance science health fact checking reporterslab,0
1571,rt drharshvardhan covid update higher number patient getting cured india total recovery surpass lakh le,1
1572,freely filtered podcast host discus knowns unknown covid impact kidney http co yd dd http co qjsid dfl,1
1573,even high daily testing level daily positivity rate cumulative positivity rate le reflects centre led strategy test track treat effectively implemented state ut icmrdelhi covidnewsbymib,1
1574,new case report additional recovered case total number active case imported case miq facility community case,1
1575,israel case coronavirus developed cure,0
1576,underlying condition increase risk severe coronavirus least patient http co mxv kiaf,1
1577,man want cause widespread panic everyone going die http co fhebigjxvb death pandemic coronavirus,0
1578,idea get ahead problem professor global public health dr devi sridhar explains new restriction introduced stop separate household meeting indoors scotland get new restriction http co vldzfrneaj http co ylisgyntqv,1
1579,thyrocare thane lab sealed false positive covid testing,0
1580,russia say vaccine covid safe effective would buck historic trend development normally take year month history vaccine development smallpox sars http co jazrczjjl coronavirusfacts,0
1581,south africa fifth highest covid infection rate world,0
1582,indiafightscorona last lakh recovery recorded day comparison preceding lakh recovery recorded day respectively http co la vlzgoh,1
1583,indiafightscorona india continues scale new peak covid test lakh sample tested consecutive day despite high testing level daily positivity rate cumulative positivity rate le staysafe http co npgkjj nfw,1
1584,must act oklahoma prevent hospital overload projection indicate stay home order must implemented may th may th latest sooner act life save learn http co pnfryte x actnow http co ztram j,1
1585,donald trump would receive million three hotel closed four day republican bill hell right,0
1586,drinking lot water gargling warm water salt vinegar eliminates coronavirus,0
1587,chinese court gave permission kill patient infected coronavirus,0
1588,latest cdc covidview report show nationally percentage ppl testing positive covid decreased compared last week however four region part southeast south central west coast northwest saw slight increase http co zp vylo pb http co wla dxxj,1
1589,cancer trial interrupted covid revived http co ewfpqbxjsj http co b vhoyavq,1
1590,video muslim violating lockdown condition old city hyderabad,0
1591,get tested asked keep track movement using nz covid tracer app need everyone alert level case area,1
1592,california finally provided update unclear total test count includes pending large number test second new york presumably includes commercial test provider http co grxipopygh,1
1593,indiafightscorona recovery rate reached recovered case time number active case top state high active caseload also one presently reporting high level recovery staysafe indiawillwin icmrdelhi http co x vknyj j,1
1594,new case covid nigeria plateau lagos katsina edo fct ondo oyo kwara abia nasarawa kano ekiti kaduna kebbi ogun confirmed discharged death http co bc jtpg,1
1595,http co hcgwx g california fire camel racing coronavirus tribute world photo sept http co vmep hhnbc http co kvz fewpx,0
1596,real sense oklahoma flattened curve number case oklahoma declined precipitously,0
1597,additional significant cluster matamata closed mean four significant cluster remain open cluster considered closed new case two incubation period e day date case completed isolation,1
1598,south seven day average new case per million people dropped july peak west seven day average back new case per million people dip earlier month related part ca reporting system problem http co ehwvyw,1
1599,myjourneymyself dr fauci funded risky gain function test sars covid virus bat wuhan institute virology deemed illegal united state chinese conducting test released coronavirus planet forever fauci arsonist fire fighter,0
1600,whatsapp message say taht ecuador cure coronavirus already found thanks fact ecuadorian doctor disobeyed global law world health organization autopsy thus would discovered cause disease bacterium remedy antibiotic anti inflammatories anticoagulant,0
1601,british company launched household cleaner destroys covid second follow live coronavirus update http co nyzlpjyfxm,1
1602,reduced retail activity temporary reduction coin production due covid caused national coin shortage shortage part plan eliminate paper money http co fxp cq lvl,0
1603,pm th march confirmed case discharged death breakdown case state real time please see http co zqrpneofet currently lagos fct ogun ekiti oyo edo bauchi osun river enugu covid nigeria,1
1604,job world health organisation help u fight coronavirus working home experience required sm sending job work hour daily mobile earn daily click apply nowhttps bit ly emukei vacancy till st july,0
1605,internet collapse globally due new coronavirus outbreak,0
1606,say million chinese converted islam proven coronavirus affect muslim,0
1607,entire family fall sick covid delhi chemist talk shortage anti viral medicine like fabiflu difficult get medicine kejriwal asks quarantine home system follow govt exists paper,0
1608,donald trump said brazil country supreme court hampering national government ability deal covid also criticized brazilian state governor,0
1609,filming new fall series walking braindead begin http co utdl x uho hollywood coronavirus ohio horror thewalkingdead,0
1610,please fwd contact india never know may help tata group started good initiative providing free doctor consultation online chat facility started need go doctor safe home link reqest everyone take benefit facility http www tatahealth com online doctor consultation general physician coronavirus fightagainstcoronavirus stayhomestaysafe telugunews journalist sai,0
1611,civil service examination india cancelled due coronavirus outbreak,0
1612,heard straight president want terminate health care million american middle global pandemic let happen http co od rdn yiz,0
1613,coming tonight head prevention programme knowledge management chinwe ochu tuesdaylive discus covid nigeria tune ntanewsnow dstv channel join conversation time pm http co ainbfqa,1
1614,say simpson predicted coronavirus,0
1615,breakdown case state real time please see http co zqrpneofet currently lagos fct ogun ekiti oyo edo bauchi osun total confirmed case covid nigeria,1
1616,coronavirusupdates indiafightscorona india average positivity rate stand date state ut positivity rate le http co dkfftxogzz,1
1617,texas warns dreaded chupacabra could carrying coronavirus http co hqupmzcxb donaldtrump texas dna lachupacabra,0
1618,video show president donald trump saying covid democrat new hoax,0
1619,want find virus support anyone ensure health well well looked stop spread community none active case requires hospital level care,1
1620,italian arguably died covid actually died due another prexisting condition,0
1621,regret error announcement new covid case nigeria yesterday ncdc remains committed ensuring transparency accurate reporting infectious disease case nigeria,1
1622,cdc reduce covid florida case count http co bbbcvi http co tcax mbao,0
1623,part slow spread covid wear face covering public stay least ft away others avoid large crowd wash hand often cdc join surgeon general saying covidstopswithme http co tt zon hf http co yar oabpbo,1
1624,yesterday laboratory completed test brings total number test completed date,1
1625,help scientist edinburghuni discover whether rinsing nose gargling salt water could help reduce covid symptom reduce transmission know adult covid symptom uk please tell study http co qf q vlgb http co gxuqfxewxe,0
1626,messed wrong person corona spitting face new york islamic jihadi spit metro coach passenger door close unfortunately low iq jihadi picked wrong person forced train door open thulped jihadi pulp made fall ground stomped head way treat spitting lewd behavior jihadis,0
1627,news need wetherspoons reopen say man barrel warm piss shed http co xpctyx dgx http co nc wf q,0
1628,indiafightscorona india case per million population amongst lowest world stand india world secretary mohfw india staysafe indiawillwin icmrdelhi http co cbk ykv,1
1629,b contact tracing bill controlling tracking population coronavirus,0
1630,death rose new single day high dataset weekend reporting lag tuesday number set new high date throughout april tues death tues death tues death tues death http co wrdazkculf,1
1631,colorful bio engineered bacteria could end fashion obsession toxic dye future future futurism futurenow futuretrends business facebook google science education news covid http co mi l,0
1632,say president barack obama signed medical appliance tax bill forced company outsource manufacturing mask gown glove ventilaors china europe russia avoid tax,0
1633,rt drharshvardhan covid update covid patient recovered last hour led surge tota,1
1634,photograph former united state president barack obama caption saying taken chinese laboratory wuhan barack obama anthony fauci melinda gate visit virus factory probably check progress coronavirus research,0
1635,outbreak slaughter house due false pcr test pcr test show positive result coronaviruses cattle vaccine cattle,0
1636,rt surgeon general covid spread people animal close contact sure take step keep pet safe,1
1637,karinaclaudiob alexismadrigal want believe essential bandwidth add piece lock sustainable data entry alexismadrigal,1
1638,neither free coffee company branded tchotchke online medical meeting may virtual tumbleweed blowing say jackwestmd http co zrmcrfbg http co bahj nret,1
1639,common feel stress covid pandemic use cdc tip resource take care loved one mental health http co gkzv vspcv minoritymentalhealth mentalhealthawareness http co lwkb bg,1
1640,rt cdcdirector cdc guideline combat spread covid including social distancing discouraging gathering mor,1
1641,one thing know private testing going scale thousand test day quite possibly dwarfing source soon,1
1642,indiafightscorona new case concentrated state ut maharashtra alone followed andhra pradesh karnataka case respectively http co wkioubnkn http co exgjd x n,1
1643,audio stating certain section society surat vendor spreading coronavirus,0
1644,south dakota state left u issued stay home order social distancing order south dakota must act avoid hospital overload http co deudnlemws http co phe bbv mr,1
1645,photo claim person doctor died attending many covid patinents hospital mu iz buenos aire,0
1646,new case covid nigeria lagos fct plateau river enugu oyo abia delta edo ebonyi cross river kwara kaduna anambra ogun imo bauchi osun nasarawa kano ekiti confirmed discharged death http co nzupdh x,1
1647,september national forecast suggest new covid death reported week ending october forecast predict total covid death u october learn http co ft cgmampx http co teavgzkzic,1
1648,teravolt registry past treatment may impact risk death patient thoracic malignancy develop covid http co mdwsbrwofv asco lcsm http co pgdjkgdbk,1
1649,regular reminder take vitamin pill lot nascent science observed correlation proposed mechanism suggest covid hardest vitamin deficient whether hold end still need vitamin take pill,0
1650,coronavirus uk excess death could hit peak level within two month nothing done stop spike case http co jiwqztfrir,1
1651,health official advise everyone follow random facebook profile coronavirus information coronavirusoutbreak,0
1652,rt mohfw india indiafightscorona india exponentially scaled testing one january lakh day august pmoind,1
1653,assume hospital increase available bed covid patient approximately per day reach maximum capacity increase current bed capacity,1
1654,amid chaos problem caused covid hope physician would get break complicated payment reporting program ala http co avscr fv u http co mpjih cjo,1
1655,know public health official unprecedented situation deeply appreciate dedication know putting date covid data difficult identified six change florida could make maximize usefulness data http co hu aj dq,1
1656,rt niosh wildland firefighter faq help prevent infection spread covid among crew http co mr ambfxo californ,1
1657,facebook page shared post announcing united state america grant nigerian free work visa two year,0
1658,idaho statesman situation idaho state level access hospital data recent hospital data entered yesterday though reflects standard lag id data point http co svoidrif,1
1659,half year sounding highest alarm declaring covid outbreak public health emergency international concern time january case outside china death drtedros,1
1660,four new case covid reported nigeria osun ogun st march confirmed case covid reported nigeria death http co zipxcpvmu,1
1661,mantova hospital italy test plasma treatment heal covid patient italian government sent carabinieri stop experimentation bill gate,0
1662,india main opposition party congress general secretary priyanka gandhi arranged bus take home migrant stuck state uttar pradesh,0
1663,saleyhaahsan bendepear contact tracing key pandemic continues evolve trying keep pace added th indicator contact tracing keep track read http co aiyoynmcus,1
1664,indiafightscorona exponential increase daily covid testing country lakh test done last hour secretary mohfw india staysafe indiawillwin icmrdelhi http co ogu w st k,1
1665,inhaling steam boiling sea salt orange peeling minute prevent coronavirus entering body,0
1666,make patient schizophrenia vulnerable coronavirus via drjlieberman http co yhj eopgpa,1
1667,uk newspaper say maulana saad tablighi jamaat donated r crore pm relief fund coronavirus,0
1668,comparison new york rest state territory known life lost due covid come new york http co cf ttxbd,1
1669,next week even symptom please test south west auckland greater health risk get covid test free testing site nationwide http co pzs kjp,1
1670,yesterday watched live stream u pole competition made abundantly clear pole athlete well covid heard enough depressing music last month,0
1671,rt pib india japan test turn positive among highest world india,1
1672,italy cure coronavirus finally found,0
1673,barack obama first ex president ever speak successor,0
1674,solve problem year week work hard reduce risk covid infection health care worker frontlines need fundamental change approach infection prevention control nigerian hospital chikwe ptfcovid http co h muzaee,1
1675,yesterday lab processed test total number test completed almost completed last week due high level testing delay hour processing test,1
1676,clinical trial outcome favipiravir management mild moderate covid join webinar using link http co pjkywmf pq kenyaphysicians http co kvpkk k,0
1677,coronavirusupdates india covid recovery rate improves september steady improvement india covid recovery rate since lockdown initiation march indiafightscorona icmrdelhi via mohfw india http co qokknyp pz,1
1678,video show bat main source coronavirus many roof hubei district,0
1679,regional story le case reported state northeast http co npcll cex,1
1680,daily update published tracked total completed test yesterday k largest number yet note track test state report state report test detail http co pzrmh bl,1
1681,donald trump refused take serious action combat covid crisis result got always wanted u isolated rest world http co owvnl ul,0
1682,three additional previously reported case considered recovered covid total number active case imported case miq facility community case total number confirmed case covid,1
1683,day lockdown coronavirus coronaviruspandemic dayslockdown dayschallenge indiafightscorona socialdistance best example thejohnabraham johnabrahamclub http co ojagrvdtih,0
1684,israel found cure vaccine coronavirus,0
1685,june million covid case reported u state jurisdiction reporting case see many case reported state county http co wiufbkr uh http co ubfeluso,1
1686,average test per million per day increased second week july first week september per advice country need conduct test per day per million population comprehensive surveillance suspect case http co lbhapx u b,1
1687,day average covid death dropped weekend http co nm r fhfw,1
1688,report outbreak idiocy spreading time faster coronavirus coronovirus http co yapqkvdncj http co dbv bhqcp,0
1689,today honourable minister fmohnigeria convened live press briefing update nigerian ongoing response covid outbreak nigeria th march case covid recorded nigeria discharged death http co e ko ciwtl,1
1690,midday today alert level restriction social gathering eased group people permitted includes event home outside home gathering like religious service party wedding tangihanga funeral,1
1691,people reported recovered covid increase yesterday case today two people receiving hospital level care covid one auckland middlemore hospital neither icu,1
1692,pakistani doctor osama riaz last message taking last breath,0
1693,covid outbreak broke china immediately started building laboratory capacity within month activated total lab across country least one per geo political zone bring testing closer people chikwe http co mhdyohvrwb,1
1694,devastated stock broker face hand clearly taking coronavirus precaution seriously coronavirus covid stockmarketcrash http co ntcvhtq yt http co dqddhnetim,0
1695,woman committed suicide due coronavirus lockdown,0
1696,combined total confirmed probable case remains number recovered case unchanged one case remains active additional death report,1
1697,say president donald trump never downplayed virus,0
1698,new modelling reportedly shown london two three day behind coronavirus hotspot north west north east http co zkcse u br,1
1699,cover cough covid spread respiratory droplet infected person cough sneeze talk additionally also spread someone showing symptom take everyday precaution part stop spread http co qkkt oem http co enwgieu qv,1
1700,news suspended coronavirus http co l bwuvcx,0
1701,people starting enter er fungal lung infection wearing mask,0
1702,man visited albany n day dying coronavirus,0
1703,series interview ad businessman clive palmer said anti malaria drug hydroxychloroquine contributed australia low death rate covid found claim baseless new factcheck http co g seokvp auspol coronavirusfacts http co cqczsywhqg,0
1704,steam inhalation kiosk fight wuhancoronavirus,0
1705,calling every ceo america publicly commit buying back company stock course next year worker face physical economic consequence coronavirus corporate leader cede responsibility employee,0
1706,steam kill virus nose throat eradicate coronavirus,0
1707,pleased announce inclusion new genexpert lab taraba state ncdc molecular laboratory network taraba state specialist hospital jalingo general hospital takum brings number lab covid testing capacity lab network http co epgrrw,1
1708,covid update new confirmed case related community outbreak auckland imported active case community managed isolation total number confirmed case date,1
1709,rt cdctravel looking covid risk certain destination check cdc covid travel recommendation country http,1
1710,viral video showcasing emergency treatment covid patient maharashtra indian state video shared name different city maharashtra,0
1711,monday september cabinet decide alert level gathering limit increase auckland whether rest country move alert level,1
1712,currently people managed isolation quarantine current effective capacity give u excess capacity,1
1713,hotel remain closed india till october,0
1714,cardiac mri scan showed big athlete tested positive covid also myocarditis http co ndys en,1
1715,state seem trouble several showing substantial drop current hospitalization posting hhs notice reporting hospitalization figure published hope see smoother data next week,1
1716,group pupil sent home positive test rather someone developing symptom pm say http co kbmejhdbcb,1
1717,israeli doctor say dangerous wear mask outside,0
1718,disregard message beneficiary covid fund account credited ncdc also ncdc sending letter employment never request payment return employment offer share verified information http co l g ueh j http co wodw xeccn,1
1719,one person remains auckland city hospital stable condition ward one significant cluster remains open total number confirmed case covid number report world health organization,1
1720,limiting gathering one way slow spread covid physical distancing hard find tip support health loved one challenging time http co fp noso http co nirfxpmspi,1
1721,rt depsechargan mask help prevent spread covid widely used public wear mask help pro,1
1722,rt mediawise pre covid world traveled across u give medium literacy training teen teacher school wou,0
1723,indiafightscorona follow simple handwashing step prevent spread covid staysafe indiawillwin mohfw india drharshvardhan ministrywcd prakashjavdekar ddnewslive airnewsalerts unicefindia pib india via uninindia http co kvp cyxg,1
1724,president trump claim virus control testing available,0
1725,mouthwash could help fight covid along bad breath http co uuvvd x j,1
1726,type type diabetes associated much higher risk hospital death covid http co yaqbeg anv,1
1727,airborne main way covid spread doh update guideline well,0
1728,vaccine cure covid three hour released next sunday according president donald trump roche already produced million vaccine,0
1729,new case covid nigeria lagos delta ondo fct edo oyo kaduna enugu katsina imo adamawa ogun osun abia river nasarawa bauchi niger kebbi ekiti plateau taraba confirmed discharged death http co jaiuidu j,1
1730,news new mary trump book claim donald trump order intern take daily covid test http co jmdpza p http co hh pdryswe,0
1731,testing covid drug determine emergency use authorization come late fall http co sjeh nluef via webmd,1
1732,rt pib india indiafightscorona recovered case time number active case people recovered fa,1
1733,news government urged lift lockdown emerges ed sheeran using time write new album http co en bashtp http co dcjqsadtxj,0
1734,resident corona california want city name changed http co hzrsjmrp donaldtrump california coronavirus grafitti,0
1735,qanon theorist touted drinking industrial bleach known mm miracle mineral solution miracle cure covid per wikipedia crazy democrat say republican ad claiming protects pedophile aimed qanon follower http co ousrppoejw via yahoo,0
1736,one new zealand receiving hospital level care covid yesterday laboratory completed test bringing total number test completed date,1
1737,coronavirus four welsh county face local lockdown worrying rapid rise infection http co mg nlbenu,1
1738,coronavirus pm want another lockdown say second wave inevitable http co vdj yhqiqw,1
1739,week covidview report early indication level covid illness still low may increasing slightly part united state hospitalization rate death still trending learn http co zp vylo pb http co agqkueaufy,1
1740,yesterday test processed brings total test processed overall,1
1741,country recommendation managing acute ischemic stroke covid http co nrg kkhfq http co zm p h cvt,1
1742,midst pandemic trump administration chose expend effort attempt disestablish mashpee wampanoag tribe reservation istandwithmashpee indian country http co z nzjclaf,0
1743,order combat covid need decisive public health response decisive economic response laid exactly would president crisis take look http co q oqw tqo,0
1744,still process connecting people people tested reason child part repositioning crew currently overseas refusing test people refused testing,1
1745,panic fear might limiting human reasoning fueling hoax coronavirus http co hwagr mv via factchecknet coronavirusfacts datoscoronavirus,0
1746,bill gate vatican plan depopulate world coronavirus vaccine,0
